text,label
I was really impressed with the quality of the room for the price. It was decent sized| very clean| amazing location| and very reasonable priced.,1
On day one upon entry to our room we found dirty comforters and sheets on made beds.  The cleaning staff did not clean our room on our second day until we told them to do so which was after 5:30pm.  Also| the staff was not very friendly or helpful during our stay.,0
The noise level at this hotel is beyond loud!!!! It is right next to a very busy fire station and also a bunch of night clubs. If that wasn't enough the walls are so thin that you can hear the neighbors crystal clear. When you check in they actually give you ear plugs. Also| the breakfast food items were not fresh.,0
Great location| comfortable and clean room| excellent breakfast (especially the eggs with ham! freshly cooked with real eggs),1
Very clean hotel and friendly staff. Will stay again!,1
Loved the look of elegance with the Art Deco feel| the breakfast had good variety for the week I stayed| and prepared so easily obtained| with a complimentary newspaper to read| good touchThe elevator creaked and scared me at first| I am forgetting this is building is aged at the 100 year mark| and I may be creaking too at that age.. Nice staff| and pleasurable experience,1
Great hotel in historic art deco building on Wacker and Michigan.  Really nice breakfast included and coffee available all the time in lobby.  Room was good size| extremely clean| well appointed and comfortable. Has all the standard amenities like workout room and business center.,1
Location| breakfast was excellent| like new | great hotel,1
Location| breakfast was great | clean | room like new | nice staff,1
This hotel was wonderful!  Close to many attractions within walking distance| free breakfast that was tasty| friendly staff| and comfortable room!,1
Price and rates were pretty much in my budget .front desk service was very helpful,1
There was a desk clerk named Drew and from the time we arrived he made my wife and I stay enjoyable. Our plane arrived early and naturally we wanted to get to the hotel as quick as possible to drop our luggage off and grab a bite. Knowing we were super early to the hotel we knew that check in would be slim. Upon arrival Drew greeted my wife and I asked about our flight and we explained everything went well and arrived early to drop everything off to grab a bite and explore the city. Drew said our room was ready for check in and invited us to have breakfast in the lobby. He gave recommendations to local restaurants and site tours (skydeck) which was really helpful and appreciated. Along with the other staff at night and the following days the entire stay was enjoyable and definitely recommend staying at this hotel again.,1
Close to train station and other venues.   Inexoensivd.,1
Great stay. Not fancy| not luxurious| but cozy and clean. Free coffee any time in the lobby| microwave in the lobby| waffles in the breakfast. Good localization| great staff. The air conditioner has a weird noise| we tried to change the room| but the noise was the same in both rooms. I don't think there is a better cost-benefit in the downtown area.,1
Great hotel in the historic Chicago Auto Club building. Fantastic location. Clean| comfortable. Friendly| helpful staff. Decent breakfast - hot entree| sides| waffles| pastries| fruit| yogurt.I'd definitely stay here again.,1
Great and helpful staff.  Good bargain in great location.  One improvement could be height of shower head in bathroom.  Too high to reach and previous guest had it set to blast.  Was a challenge to get it changed.,1
location location location! What a great spot in between every where we wanted to check out. Nothing was more then a 20+ min walk. Or we hopped rt on the bus or train which was also conveniently near by.,1
Room needed a deep clean but wasn't rough enough for me to complain about it. Just not up to most hotel standards. Building was secure| staff were friendly and helpful| breakfast hit the spot| and the location if perfect for someone visiting. Just blocks from Millennium Park| transit stations just a nice walk away. Overall this hotel is worth it for the price!,1
We had an ADA corner room - just enough space for us and it was quite clean. The hotel stafff we're all very nice| and the breakfast was delicious. Location is perfect in the cold weather. We would definitely stay there again.,1
Excellent value for the price. Clean and modern rooms. Only Breakaway choices and quality could be better,1
I love the location. The staff went above and beyond to fulfill a need for us.,1
Didn't like soundproofing of windows(heard each ambulance passing by). Breakfast was enjoyable. Friendly Staff. Good location.,1
Our room was up to date and clean. However| our only complaints were that it was tiny| had no view| and most of all there were loud banging noises in the pipes throughout the night. I am guessing it's due to being an old building. We didn't pay much to stay there and it was good for what we paid. It was in a great location.,1
Closer to activities.  Friendly staff| good breakfast,1
Bed are so comfortable super clean! Staff is amazing breakfast is so good ! Very quiet nice for a family,1
The location of the property was good. It was accessible to many of the popular sites and public transportation. We were surprised  to find that there weren't any dresser drawers in the room. We thought that is a standard so we had to leave out of our suitcase during our stay. You can hear street noise from our room. There are also construction right next to the hotel which of course the hotel has no control over. The staff was very courteous. The hotel kept our luggage after we checked out since our flight was later and we wanted to explore more.,1
Great location.  Rooms were clean and comfortable.  Hotel was quiet| which is great given the downtown location.,1
Historic building is actually on the acrchitecture tour.  Rooms are very small and crowded but you can beat the price and location.  In the middle of everyting!,1
Good service| Excellent food at breakfast|  clean and friendly staff,1
I liked the interior design. The bathroom was a bit small and the 2 shelves in the shower were tiny.,1
The atmosphere of the hotel in the morning would be markedly improved if the TV news was shut off| or put a small screen in a corner.  With the news blaring thru the 2-story lobby with hard acoustics is not a nice place for breakfast.  It's an art deco building| why not play 20s/30s soft swing to complete the setting.  But especially at 6am| and I was the only one| besides the desk clerk| it is a grim sounding space with the TV news in the background. More like an airport terminal.,1
I especially like the location.  Getting around the city was easy.,1
Great location.  Staff was very accommodating.  Free breakfast had hot items and was delicious.Only negative was that the lobby bar was only open from 4-10p.,1
I like the location of the property.,1
location was close to everything and good walking.,1
The room was small. Lighting was poor. there was no overhead lamp or reading lights.The fan| even at the slowest speed was too strong| making the room a little chilly.,1
Great location| great historic building (Former AAA headquarters)| and very nice renovations. Drew and his staff were amazing. When my wife and I return to Chicago| will be back.,1
Very central| reasonable rooms| average breakfast|,1
Great location and historic property.  Chicago architecture and nostalgia.,1
The property is great. There is a building being taken down beside it so sometimes some noise form that but not bad,1
Great location| service| cleanliness.  Only negative thing was room didn't have a safe.  Definitely would stay there again.,1
Great hotel in Chicago! Hotel was centrally located so we could walk to many spots. Hotel is very nice and I loved the automobile themed decor. Uber & Taxis was easy to use at this location. Enjoyed having a cocktail at hotel bar after a day of walking/touring. Breakfast in the AM helped us get an early start to our day. Definitely stay here again when I return to Chicago.,1
Perfect location. 2 min from everything. Rooms were clean and staff very friendly,1
The different breakfast options were commendable. However| waiting 2 days for extra towels was unacceptable. Also| the wait time to check out and check in was not appreciated.,0
Hotel was fully booked when we got there. We had already paid for it| they then took us to a different hotel.,0
Great front desk.  Nice clean room on 15th floor.  Close to the millennium mile| shopping and food.  Breakfast was the best I've ever had in a hotel.,1
Location near restaurants| public transport and attractions,1
Location was amazing and easy to get to everything in Chicago,1
Close to all attractions and public transit.  Bathroom was dirty when we arrived.,1
The property was located in a very good location. The breakfast buffet and coffee were great.My only complaint is there was a musky smell in my room.,1
Overall| very good but had to request the room to be made up one day as it was skipped.,1
Great location| friendly & helpful staffParking is an expensive proposition,1
Location and price was good.  Need to fully stock the concession area so guests can avoid leaving the hotel for basics like soda.,1
good place ill be back next time| good breakfast| nice people| room super clean,1
The bed was so comfortable.  The room was clean| the bath water was very hot. It was great. The employees were all friendly and engaging. They were helpful in getting us around. I would definitely stay here whenever I am in town.,1
Spent one night here to catch the train from Millenium Station in the morning. The hotel was in a great location. The highlight of our stay was the comfy bed and the continental breakfast. Never knew a hotel to offer various fresh squeezed juices and smoothies! Would recommend staying here.,1
Nice hotel. Helpful staff. Good breakfast bar. Good location. Near many attractions and public transport.,1
I hate to say I wouldn't recommend to anyone. Kind of the downer of our otherwise great trip.,0
We had a really nice stay! The breakfast was great and changed on a daily basis so they never served the same hot food. We were there for 5 days. The location was great. The only complaint I would have is that we stayed on the 14th floor| which I was absolutely fine with| but this meant they did not come to clean the room until the end of the day which was annoying. We would leave by say 9am and come back at 4-6pm and the room would still not be cleaned! Also| in the room| there was a huge pillar that took up a significant amount of the room which was irritating as well. If you do stay here and stay on one of the higher floors| call the desk when you leave for the day so they don't come around 7:45 pm to clean your room and then do a crap job because they are upset even though it was them who completely forgot (and then they accused me of leaving the sign on the door - which I did not do!).,1
Wonderful location| very friendly staff| slightly older facility in fairly good repair. Breakfast was excellent.,1
The location was perfect! Steps away from Michigan Avenue & many| many sights. I would just say the room was pretty tight. Probably better with a queen sized bed instead of a king. This would give a bit more space. The bathroom was updated & modernized| but no soap! When we asked for some| we were provided with one bar only! You need two —- one for the sink & one for the shower! Housekeeping also threw out my shower cap I had left on the counter to dry. The desk staff was excellent. I still enjoyed my stay.,1
The staff was super friendly and helpful. The bed was great! And the breakfast was delicious!,1
Was not able to check in until 5pm| an hour after check-in time.,0
Some of the staff at the front desk just appeared lazy and didn't want to get things taken care of right away.,1
The room had a stinky aroma| the tables at the lobby  all sticky from the syrup.  With that said| the service was wonderful| the people who work there very friendly and helpful.,1
The only difficult part was getting to hotel because our GPS would lose signal went we went under the,1
For me| the location is perfect| close to most everything you want to do while in the city of Chicago- most attractions are in walking distance.,1
My stay in Chicago in this hotel is totally satisfying. Comfortable stay in a prime city location has been a key takeaway. The room was a tad smaller for my family but comfortable. Very courteous staff and a nice| filling breakfast added to my satisfaction. I would recommend this hotel to anyone on a visit to the great city| personal or on business. I would love to come back and stay with them again!,1
Excellent location| near lots of good restaurants| theater| museums.  Room had fridge| wifi| coffeemaker.  Breakfast buffet is included with the room but it's not very good| so don't get your hopes up.  Staff are super friendly and helpful.,1
It was better than the Sheraton grand.,1
Good location clean room included breakfast very nice !,1
Staff extremely friendly! Specially Drew from the front desk! Room is a bit small and parking price is very high. Overall is a great hotel and very well located.,1
Staff was great and it's in a great location.   But| parking is a bit of a headache... and pricey.,1
Our room was directly above an exit from the underground roadway. At night cars and motorcycles clearly use it as a raceway. This was very loud. We were also above the trash cans so 6am trash trucks were our wake up call. By the third night we were use to it. The hotel is very clean| the free breakfast was good and a great money saver. The beds are nice| pillows are ok and they brought us a requested extra blanket quickly. The staff was helpful and friendly. Overall decent stay for a budget.,1
The location was good. Right in the middle of downtown. It was easy to visit and see a lot from Chicago and it was close to the lake. The staff was friendly too,1
This Hotel was great|  the Staff was very nice and very accomodating.  Johnny in particular went above and beyond for us| making our dinner reservations while we were out exploring the city.  We will definite stay here again the next time we visit the Windy City!,1
Nothing special I got stuck and no help for 20 minutes,0
Great! Convenient location| great breakfast| kind staff.,1
Great hotel in a wonderful location! I would definitely stay here again!,1
This hotel has the perfect location if you want to be in the middle of the action in Chicago...only few blocks away of Millennium Park| bus stops| and the train. We stayed there for 6 nights and we were really pleased. I would've given a better review if it's not because the breakfast is not great| we had breakfast included but we ended up eating out 3 days. If you don't mind to have a very simple breakfast you will be fine. I read all the reviews before booking and some people complained  about the noise| so I requested a room in the higher floors| we were on the 7th floor and I could still hear the street noise (like garbage trucks or something). After the first night it didn't bother me that much| just be mindful of the perks to be in the middle of Chicago.,1
Everything about this hotel is great| expect| the size of the room.  We were a little disappointed with the room size| but it worked out.  The location is within walking distance of everything you would want to see in downtown Chicago.  We'd definitely stay again.,1
Great location.    Bar closed to early,1
We were traveling with a tired toddler waiting to be checked in.. We requested if early check in is possible| they said they will try. Since 4pm we kept going to the reception asking if room was ready and they said the cleaning dept hadn't reported it yet. It was almost at 4:45 that we go checked in. And even at that time I went with a sleeping toddler on my shoulder asking about it. They didn't even us call us when the room was ready. Coming to the room| it was non smoking but we clearly could smell smoke from the room door. Very disappointed| especially staying with a toddler.,0
The staff was very friendly and helpful,1
I loved staying here! Check in and check out went smoothly. The room was perfect for us.,1
We were very happy with our stay here. The room was clean and and the complimentary breakfast was excellent!,1
Beautiful building| comfortable room|   great location| staff super friendly and helpful| free breakfast,1
"This property is outstanding! Located in a historic building| within easy walking distance of Michigan Avenue| we easily walked to the American Girl Doll Store and quickly ""ubered"" everywhere else on our agenda. The staff was outstanding - especially the breakfast staff! So helpful! This is our second time at this property and I would stay again and again!",1
In Chicago to celebrate our 50th wedding anniversary.   Have stayed at Hampton Inns| and feel they are very reliable and a good bargain.  A nice buffet breakfast was included which was a nice way to start the day.  All the staff was very friendly and helpful.  The hotel is located in great area close to many restaurants| shopping| theater district| and Michigan Ave.  Would stay again on our next visit to Chicago.,1
The hotel staff was very accommodating and the breakfast was very good both mornings. The cleaning staff needs to dedicate more time to each room though as our A/C unit had clearly not be cleaned in months| which is an issue for guests with allergies or asthma,1
Our room was not cleaned after first day but we did ask for clean towels and they were brought immediately,1
Great location| great staff| great breakfast| great service.,1
Drew at the front desk was exceptional!  The hotel is in a great location but the room was super small.,1
Well situated in the heart of the Loop.The main negative to this property is plastic cutlery and paper plates are used for breakfast. This is unacceptable for this level of hotel !,1
It was ok. It was a late check in and I loved that it went smoothly.,1
Room faced alley which was extremely noisy.  Had to change room at midnight due to loud noise.  Staff was accommodating.,1
Flexible staff that did a great job of accommodating me on my early arrival. I called from Blue Line and when I got the at 1000a they had a room for me.  Great extra effort that you don't always fine.  Will to stay there again,1
Everything was perfect,1
Great location! Confortable hotel in downtown Chicago!,1
Great hotel. Wonderful service| loved the area and complimentary breakfast!,1
"I had the room on the 15th (top) floor.  Ceiling was high| giving a very spacious feel.  Lobby area included a bar and small convenience ""store"".  Breakfast included omelet| waffles| cereal| fruits| etc.  Overall very nice hotel.",1
Breakfast was included and it was perfect with plenty of choices| the staff was very friendly| and the location is superb. Great for the value.,1
Location was great| lots of attractions within walking distance.  Staff was so friendly and welcoming!  Breakfast was very nice with a good variety.  Would absolutely stay again!,1
great location and breakfast was good. They had a nice waffle machine,1
Loved the Art Deco look of the room. Employees were super friendly.,1
Stayed for St. Patricks day weekend.  Clean hotel. Close to everything we needed.,1
The room was very clean with a great view of the river. We watched the river dyeing (on St. paddy's day) right from our room. The front staff was very generous| they even held our luggage after checkout while we were having fun.,1
Amazing stay for one night. Comfy bed| location was awesome...walkable distance to the Millennium park| Chicago River| and other stores I found interesting to shop.,1
Nice hotel clean and not complaints we enjoyed closer to almost all attractions and museums I will stay here again without hesitation,1
Excellent service. Beautiful facility. Expensive valet parking though.,1
Very nice and welcoming staff.,1
Nice hotel in a great location near the river. Reasonable walk to many sites on Michigan Ave. and the surrounding area. Came during college spring break with my daughter|  but will definitely return during warmer weather. Would also choose this hotel again. The staff was friendly and accommodating (held our bags before and after check-in)| the breakfast options were tasty and fresh and hotel was clean.,1
I lived that it had this boutique hotel feel. The staff was extremely helpful and courteous. The rooms were small| but very chic and clean. The only negative was that you could hear the traffic really loudly outside| even in the 14tf floor.,1
I was told that the credit card I used to reserve the room was not valid and my room was given to someone else| I was told that they called me but didn't leave a message...I got a room next door from Hampton inn and paid for it with the same credit card no problem... How do you explain that? I think they over book the rooms and then use this excuse to manage their mess ups... Not coming back..,0
No exhaust fan in bathroom| no microwave| room was tiny,1
Love the rooms|views of downtown|great breakfasts|and especially love the friendly staff.,1
Very friendly when I was in a hurry to check in| drop my bags| and run out to a business meeting.,1
Lovely historic building updated with modern comforts. The free breakfast was nice to have| and the hotel was walking distance to most places we wanted to go and just a couple blocks from the trains. I used the fitness center| which was okay. The machines aren't very sturdy| but at least there is a place to work out. Rooms are small but the layout is very functional and makes it feel larger than it looks. The front desk and valet staff were friendly and always helpful. They will hold your luggage behind the desk| which was helpful on our last day since we had a late departure. I would stay here again.,1
Excellent location| friendly staff| very clean| good breakfast| low price.,1
It seemed more like it was a business type hotel.  It was clean| reasonably comfortable| and the breakfast was pretty good (good sausage patties the first day| but blah eggs in an omlet| and the second day the scrambled eggs were good| but horrid turkey sausage links).  The location is great (in fact| probably the best thing about it) for the River-walk and Millennium park| pretty close to the L and some other downtown landmarks.  I wasn't a fan of the room layout (with the TV way over on the side| as more of an afterthought).  I also didn't like that we had a separate door to go through to get to our room door (only a few rooms seemed to have this| but mine did| and I didn't really like it).  Overall| I'd give it a 4/5.  I'd be willing to stay here again (although I'd want a different room).,1
Great location and price for the room. Only negative is upon check out and driving away| we looked at the receipt for overnight parking was charged twice. Had to call front desk to correct the problem.,1
I like the view from the fourteen floor. I did not like the setup from the bed to the tv.,1
Great hotel and staff! Would stay here again! Hotel is located in the middle of everything. Walking distance to so many places!,1
Beautiful hotel. Excellent location. Beds were extremely comfortable!,1
I loved everything about this hotel it was awesome,1
Great location| friendly staff| clean| and comfortable beds.,1
Great location| nice clean rooms| fast elevators| good breakfast that is included| will stay here again.,1
No regular coffee in the hotel room,1
Great experience| the lobby is special| rooms are comfortable and well appointed. The location is perfect for visiting the heart of Chicago!,1
Location| service and cleanliness superb! I always book this particular hotel when I am in Chicago because it's the best!,1
Location was ideal| a half block from hubbub but close to all activities and destinations.,1
The lobby is beautiful. Rooms were very clean and spacious. Beds were comfortable. I felt very safe in this hotel. My only complaint was that they required that I give my credit card for $130 incidentals charge. This charge was not explained when I booked.,1
I've never had better customer service than at the Hampton Inn| Chicago! Everyone from the front desk| to the bartender| to the housekeepers were not only helpful be super friendly and kind. Will definitely stay here again! Great atmosphere| and just a couple blocks from riverwalk and theater district.,1
Service was great. Lobby is an art deco masterpiece. An architectural tour visited the lobby. Hotel was built as the Chicago Motor Club. Riverview room was as advertised. Breakfast was better than we expected. Location was superb. Would visit again| and would recommend to anyone| and it is worth a few dollars more to get the river view rooms.,1
Very nice and quiet hotel.  Easy and quick check-in.  Normally stay at the Palmer House but tried Hampton instead this time.  It is a quieter hotel with quick elevators (something the Palmer House does NOT have).  Definitely will stay there again,1
Great location in the downtown area. I would ask to face the river.,1
Wonderful location| very helpful front desk| breakfast varies every day| very clean room.,1
Nice hotel in downtown Chicago| walking distance to a lot of tourist attractions. Room was nice but rather small. There's not enough drawer space for clothes.,1
The carpet smelled like stinky feet. The bed mattress we could feel the springs. The breakfast was ok. A little slow to add more food for the guests.,1
We were stuck in Chicago when our flight was cancelled so wanted something reasonably priced and close to orange line which goes to Midway. Breakfast was great! It was comfy. Room smelled damp and we could not figure out AC/heating. You are paying for the extremely central location. Our first night was 237US and second 350US. 350 was too much but could not be bothered moving. Staff was great.,1
My only concern was the room temperature. Several adjustments were made but the room was still too cold. Had to sleep with extra clothing and comforters.,1
Staff was friendly and helpful and I liked the continental breakfast,1
Excellent location. Good upkeep of the hotel,1
Perfect proximity to the Riverwalk| Miracle Mile and Millennium Station - all within walking distance.  Hotel has a great desk staff (Shauna!!!!) and the breakfast buffet is pretty decent.,1
Great location.  Front desk staff is very helpful with directions. Good breakfast.,1
the staff were just wonderful...The breakfast was good|   the hotel was very clean .     You can't beat the location,1
Nice hotel close to everywhere we wanted to go. Staff was exceptionally friendly and helpful.,1
Great location| wonderful staff. The breakfast was typical free breakfast hotel fare| but free and varied.,1
Great room!   Beautiful old building!  Was not expecting river view| so we were delighted.  Great breakfast.  The location is wonderful......close to Millenium Park| Michigan Avenue| Riverwalk| access to Bug Bus| water taxis and Shoreline Cruises.,1
All went well with our small group's visit and the breakfast was very good.,1
Small boutique style hotel. Breakfast was included which was great.,1
Excellent location. Beautiful building. Good price. Helpful staff. I'll be back!,1
Staff was very friendly and helpful. Breakfast was very nutritious| with many healthy choices.,1
Everything is perfect. The room is nice and clean.,1
Great location to stay at for downtown attractions! Spacious and well kept.,1
the late checkin is at 4 and the early checkout is at 11 that only leaves you 19 hours of stay per day| some hotels are implementing this rule in detriment of customers |||,1
I had a great experience room was very clean service was very professional I would love to come back,1
Great service. Breakfast was fantastic. The variety was surprising. Thank you,1
All fine Very good and confortable hotel!Regards.,1
Good location| very kind & friendly staff. Absolutely recommen danke.,1
Comfortable hotel.,1
I was pleasantly surprised at our short stay at LondonHouse. The staff were very pleasant.  You can reach them by text any time.  The location is great for outings on the Riverwalk and still a short walk to Michigan Avenue. The rooftop bar/dining had a gorgeous view of the Riverwalk and downtown and tasty drinks and tapas. The beds were comfortable and I really like the interior design approach of the interiors and rooms.,1
Great stay! Rooftop bar provides great views of the city!,1
Great hotel| wonderful views and centrally located.,1
Amazing hotel! Service was excellent| great location and beautiful rooftop bar.Will definitely stay here again when we come back to Chicago!!,1
It was really nice experience. Esepecially the location of the hotel was perfect. I highly recommend this one to tourist and I will stay again later.,1
Really nice hotel,1
The location is great and the staff service is excellent,1
The room lacked basics like tea bags.  I was not asked at check to have the room cleaned.  Except for Mark| the bell hop captain| service was not exemplary,0
The staff was very nice and attentive to our needs. We enjoyed the rooftop bar and our room was very comfortable with nice amenities. We will certainly stay at the London House  again. It's a very good value.,1
I liked the hotel room's cleanness and everything was nearly perfect. i stayed at room with river view| it was just amazing. i do not know other rooms will be perfect like one that I stayed for three nights but overall it was the most wonderful nights at hotel in my life.,1
Former Chicago local — stayed here for a weekend and loved everything about it. Beautifully designed and very well kept. The hotel's location is perfect| right on the Chicago river and Michigan Ave| tons of food options and a super easy walk to all the popular attractions like the bean| Navy Pier| the art museum| river walk| etc. We loved the rooftop bar| great place to grab drinks and enjoy the excellent views of the river and most iconic buildings in the skyline (check out the pic I attached). The restaurant on 21 was great too| food was delicious| but the restaurant is inside and not many tables have views. Room was pristine — looked like it had just been renovated| very clean and contemporary. Love the modern industrial feel. Will likely stay here again when I'm back in town.,1
"My husband and i had a very unusual and terrible experience at Londonhouse Chicago Hotel late at night around 12:15am. We got back to hotel and went to the lobby to grab 4bottles of water as everything around us were closed and we ran out of water. The guy name ""RICARDO"" at the front desk just refused to give us water bottles. He said he can only give us two because that's the “so-called” rule of Hilton!! He kept arguing with us for continuously 10mins and still didn't give us water bottles. He said he will charge $5 for each bottles or else we can leave. Yes that came from a Hilton hotel!! Is this how hilton treat their hotel guests?? He was rude as hell and was adamant to not give us 2 freaking water bottles!! I have severe urine infection and needed water badly| i was suffering as i had to take medication. This is just ridiculous and unacceptable from hilton! I stayed at Hilton in other countries too| none of them were this bad. We travel the whole world but this is first time a hotel refused giving water bottles. NOT EVEN OUT OF HUMANITY?! I don't see any reason of his refusal and aggressive behavior other than we are brown (Bangladeshi) people| and clearly he's a racist I believe.I wouldn't have written all these for 2 freaking water bottles if it didn't get this bad. Just ridiculous!He could have denied us nicely| then we would just buy them. But no! He was very very rude!Other than that| they don't always receive calls at front desk.",0
Excellent Stay! Nicole at the front desk was excellent. We had previously stayed there in June. Came back for my 55th birthday it was so nice. And I will be back.,1
The stay itself was really nice| but there were a few things that made the trip a bit unpleasant. My mother and I ordered breakfast the night before to be brought up to our room| but even after the scheduled time| the food was nowhere to be found. There was also a problem with the wifi not working constantly. The room itself was clean and a wonderful place to come back to after a long day in the city. One other thing to mention is that there should have been more hooks in the bathroom for towels| robes| and washcloths.,1
This property was amazing the staff is great the convenience of restaurants being nearby is wonderful I would recommend this place and I surely would love to come visit again soon,1
Property was clean & staff was very attentive & responsive,1
Great location - in a beautiful historic building with modern amenities.  It's right in the city| though| so you can hear some street noise in the room at night - including sirens,1
We were very happy with the location.It would be nice if there were some drawers to unpack our clothing.,1
Phenomenal views and location.  Walking distance to lots of amazing restaurants | bars and shopping.All staff very friendly and courteous.  Super clean rooms and common areas.  Great amenities in the room.  No complaints…they thought of everything a guest needs.,1
Full of people| very crowded. Took forever to take the evelator,1
Staff did not try to accommodate us when our flight wasn't leaving till late afternoon refused to allow us an extra couple hours in room…. When we went to the the lobby so many concert goers using their facilities and restrooms?? I paid over 200 dollars a night and can't stay another two hours but kids can come all through the hotel to use bathrooms and take pics on stairway??!,1
It's a great location| nice price| and well-staffed and maintained.  The staff was always friendly.  My one complaint is that the elevator system is not good for the pandemic environment.  The floor selection buttons are on the floors by the elevators| not in the elevators. This creates pressure to get into the elevator the system says to even if there are 3 or 4 people already in it.  You can spend a lot of time redoing the process to avoid getting into a crowded elevator| or you can just get in.,1
Roof top bar was fun.  If you want a table reserve well in advance.  Weekend nights bit noisy outside but did not hurt experience.  Staff very friendly and helpful.  Just need to ask.,1
Loved the hotel. Beautiful experience start to finish,1
Very nice hotel and we were able to check in early! It is an great location| right on the river and near all of the tourists destinations. The elevator was interesting and sometimes would take a long time due to the amount of guests but overall enjoyed our time!,1
It is perfectly located for restaurants| water tours| shopping| Art Institute. Nice restaurant for breakfast and lunch. Staff was wonderful.  Rooms are well appointed and up-to-date.  It would have made it perfect if there had been a pool.,1
It has an amazing location in downtown| right on the river. We had a river view room and the view was just stunning! The decor and room size were great and loved the bed and bedding! Very nice gym also,1
The elevator was nice and useful,1
Love the location and rooftop restaurant.,1
I liked the gym| the room and most things but Reception said they couldn't book me an early morning taxi and I should contact Uber which I found to be very odd.,1
I would never stay here again.  For the money you pay| the service is terrible.  There is apparently a rooftop bar| but you cannot get anywhere near it because it's always full of non-hotel guests.  They make no accomodation for hotel guests to have acess.  When you walk into the building| you have to navigate around a sea of valet who don't actually do anything besides huddle in a group and complain about their employment.  God forbid you ask them to help with anything. To top it off| upon checking out| they have refused to give me a receipt.  They charged by credit card| sure.  But to find out what the charges are| they say I need to contact Expedia| wait on hold for hours| for Expedia to get a copy of my receipt.  Absolutely atrocious.,0
Excellent hotel stay. Beautiful room and view. Great location! We will definitely be make another visit to this location.,1
We absolutely loved our stay at the London House! The location was amazing! Everything we wanted to do was within a mile from the hotel. We loved how we were just steps away from the Riverwalk and located right by the magnificent mile!,1
Rooms were a little small,1
Wonderful stay. Room was perfect. Everyone very friendly and helpful. Had to wait far too long for elevators.,1
First the hotel never answered the phone for reservations.  Secondly the staff was some of the worst. We tried getting up to the rooftop and that was a nightmare as well.  Would I stay and pay what I did again? NO,0
Fabulous location & view,1
Loved priority access to the rooftop| super clean| great walkable location!,1
Was excited to book the hotel for the first time and have lunch on the rooftop.   Very cool/unique hotel| great being across the street from the Riverwalk.   The lunch was a bummer -- waitress forgot to put our order in until 45 minutes later and was completely unapologetic about it.  Disappointing.,1
Rooftop,1
The door next to ours made so much noise that we couldn't sleep all night. We were so tired and still couldn't sleep. When you're staying in nice hotel you don't expect such treatment. But we were so disappointed and so tired. I would not recommend this place to anyone and I will not stay there again.,0
Location| Location| Location!! And when my car didn't show up for the ride to the airport the guy at the front got me a van to take my family just in time to make our flight.  Great stay!!,1
Great hotel; perfect rooftop,1
Clean| Safe| Spacious rooms| employees clean friendly well spoken and helpful when/if needed,1
Great property| great location. The hotel staff was so pleasant,1
Excellent location to things to do and see in Chicago.,1
From check in to check out| everything was 5 stars!!,1
This is our third or fourth time staying at this property and found a change in clientele and behavior.  I think we did not enjoy it as much because people are finally coming out after the pandemic and a bit boisterous.,1
Everything Was great. My only hiccup was that there was no microwave in the room. Additionally they were not able to warm up any leftovers for us in the kitchen areas.,1
One of the best hotels in Chicago for sure! Perfectly situated in the middle of everything you want to do in the city. Gorgeous views of the river from the rooftop and some rooms. Highly recommend staying here.,1
Beautiful property in a great location!,1
House keeping did not ever clean and/ or straighten our room.  We did not even get clean towels once!,1
Great location| agree with others that rooms are a bit small but the quality and river view made up for that. Loved the rooftop bar. Suggest that bathroom needs towel hooks!,1
Went for the rooftop bar| was informed they do not allow standing room due to covid.,0
It's a great location in downtown. Hotel was good but city view means back of the building. River view is another $40 a night. I was not too happy about that. Room is clean and very nice. I might check out other properties next visit. All in all it's a good hotel.,1
Great time. Great hotel. Perfect customer service. Not quite priced right since there is no room service. But the overall experience was top notch.,1
The hotel was located perfectly in the mix of everything you come to Chicago and see. The hotel was absolutely beautiful and the rooms and views were one of a kind.,1
Wonderful rooms with spacious bathroom and multiple areas to get ready. The room was sparkling clean and the bed very comfortable.,1
Love this place!  It didn't disappoint.,1
The hotel was great and the location was excellent! For the price| you cannot beat it.. My only complaint is that house-keeping never entered our room during the 4 nights we stayed there. The bed was never made and the towels were never replaced.,1
The Londonhouse is my go to place to stay in Chicago. A little disappointed there's no room service but understandable considering COVID.,1
Great hotel and location,1
I didn't like that there wasn't any room service,1
For a hotel as reputed as Londonhouse basic amenity like TV was not working inspite of me call the room service 4 times. The shower cap was of a very low quality it tore as soon as I put it on. For the amount that I paid it was not at all worth.,0
Fabulous hotel with a great location. The hotel was about a quarter mile from the State/Lake transit stop| so it is super easy to get to. (The orange line from there takes you directly to the midway airport.) On one side| the hotel overlooks the river (we paid extra for the view| but it was worth it). The hotel is near a major thoroughfare| so you can hear some traffic noise like honking even on the higher floors. The hotel was very clean| and customer service was excellent. The hotel has three restaurants| a hotel bar and a cafe all in the same building| so food was always nearby. If you want to visit the rooftop bar| you must make a reservation| so we recommend booking your reservation in advance. Unfortunately| the timeslots were all booked while we were there. Free water is not provided (there are 2 Voss bottles for $5 each in your room)| so we recommend bringing some with you. We also ate at Ocean Prime in the hotel and it was AMAZING.,1
Beautiful hotel| super clean friendly staff,1
