review,date,rating
Fast check in| clean rooms| friendly staff| great price.,Feb 25| 2020,5
Good location in very lower Manhattan. Nice staff. Comfortable bed. Small room| but nice. There was construction going on while there| so| since they sometimes used one of the elevators| that and the already overtaxed 3 elevators for 44 floors| frequently made for long waits.,Feb 25| 2020,4
3 elevators that were never in service at the same time. One specifically that service was using. Majority of the time the elevators were being taken up by service people going a few levels up or moving carts. Desk staff ignorant| unhelpful and pricks,Feb 17| 2020,2
The location and staff are great overall| it's not in the middle of any nightlife other than the 2-3 bars nearby and some of the staff was surly BUT the big problem here is that elevator. Don't let any review or staff member tell you it isn't a problem..because it is every day. I just visited dead of winter and we were waiting for 20-30 mins every morning to be able to get an elevator. We were 9 floors up and a few times we were forced to walk down the stairs. Every 5-7 minutes we would get an elevator stopping on our floor filled to the brim. The issues were NOT just in the morning this happened at 3pm and 5pm as well. It ruined a few of our plans and I wont be staying there again. Double Tree failed me.,Feb 17| 2020,2
Everything was good but it was cold in the building. We adjusted the heat in the room and that worked fine but the halls and elevators were cold,Feb 13| 2020,5
The property was nice but small and felt a bit dated.  The staff was wonderful and helpful.  The only issue we had was that the elevators were very slow and with the height of that building| it was inconvenient.,Feb 12| 2020,4
Good location for me. Not enough elevators. Very clean,Feb 12| 2020,4
Customer service was excellent. Great location steps away from the subway and near main attractions.,Feb 11| 2020,5
Great property! Wonderful staff! Hotel was very clean.,Feb 11| 2020,5
Great location; pillows were way too mushy; and mattress was very squishy,Feb 10| 2020,4
No bar or lounge in hotel. No refrigerator in rooms. No continental breakfast.,Feb 7| 2020,4
the rooms are very clean. i was kinda disappointed that the room did not come with a tub.,Feb 6| 2020,5
Beds comfy| location to food excellent| many choices to chill and have a drink. Subway very close. Room was cozy. Bathroom a little small-shower hot. Could have been cleaned better small mold in shower. Bed super comfy. Tv Great quality and lots of channels. Other reviews had slow elevator we did not encounter that problem. Staff was super friendly.,Feb 4| 2020,4
Great location super clean great breakfast good value,Jan 31| 2020,5
We had a king suite.  Room was small.  Loud hallways and room temperature very hard to control.  Front desk folks super nice.,Jan 21| 2020,3
Easy check-in and great staff. I would definitely stay again.,Jan 21| 2020,5
Great location and staff. The room was never really cleaned well| but other than that| it was great.,Jan 19| 2020,4
Stayed here numerous times. It has an excellent location| has very clean and comfortable accommodations with courteous staff. Only downside are the extremely slow elevators.,Jan 12| 2020,4
Perfect for a weekend foodie trip. wow! So happy with the hotel location and free breakfast was amazing!!!!,Jan 11| 2020,5
Nice hotel. Well located   Would recommend and would return,Jan 11| 2020,4
shower is not good....water drop all over. i reserved include breakfast but invoice do not show that,Jan 11| 2020,1
We loved our stay. Check-in took maybe 5 mins and we were given delicious warm cookies which I thought was awesome. Some of the furniture in our room was a bit worn| but it was very clean| generally quiet the two nights we were there| and overall just a great stay. It's super close (maybe a block and half) to a couple subway lines| there is a Duane Reade on the corner. I'd definitely stay again.,Jan 6| 2020,4
Elevators were always broken.  Needs to be cleaned. Staff was very friendly and helpful though.,Jan 6| 2020,3
We enjoyed our stay! The hotel was nothing spectacular| but good enough for a weekend trip while we were exploring the city.,Jan 6| 2020,4
We were on the 20th floor and using the elevator was a bit of a pain. There was a morning where we waited over 15 minutes and the elevator still didnt come. We decided to take the stairs at the end of it all. Otherwise| had a really good experience. Great hotel.,Jan 5| 2020,4
Came home with bites on arms and legs - think there’s bugs here,Jan 4| 2020,3
There was a hole in the wall. Cracks in the bathroom sink. Dust everywhere. Random paint splotches on the furniture. No conditioner in the bathroom. The bed was not the size we paid for. Nice reception lady.,Jan 3| 2020,3
The property’s elevators were horrible due in part to the flow of traffic. There are only 3 elevators to accommodate 44 floors of people. If everyone is checking in and checking out at the same time you’re going to experience a significant bottleneck. Maybe think about managing the elevators better.,Jan 2| 2020,3
The property is in a good location. The staff are friendly courteous. And check in was a breeze. Over all a great experience so far. The rooms are very small but modern and updated. The only downside was due to the small size of the room there were no work desk to setup and work from my laptop,Jan 2| 2020,5
Horrible! Had a death in my family| made a hotel reservation and had to cancel. The hotel was booked| and even with my reason they would not give me my money back. But even better... they told me if i cancelled I would be charged for ANOTHER night. Great service!,Dec 31| 2019,1
Great staff always warm and embracing. The washroom conditions in my suite were atrocious. The toilet dripped all night long. After showering| I felt like I was standing in a mud puddle because the drainage was blocked. Same situation with the sink. I suppose the friendly service of their staff makes up for the poor facility.,Dec 30| 2019,3
Hotel is in the perfect location for subway access| statue| Brooklyn Bridge| Wall Street and World Trade. The room is perfect. Beds are comfortable. Only down side was the elevators. They were extremely slow but that is to be expected due to time of year.,Dec 26| 2019,4
Very clean and made check in and out super easy. The entry way is small| but they were very helpful when we needed to know where to navigate ourselves in the city as well.,Dec 23| 2019,5
Rooms were clean| breakfast was good and subway was across the street,Dec 22| 2019,5
Excellent location and service.  Food was exceptional.,Dec 18| 2019,5
The housekeeping staff uses the guest elevator| which holds you up for hours| very inconvenient. Its strange they do not use or have a service elevator for back of house employees. I work in the hotel industry and never seen anything like it. Called in room dining 4 times to send a menu that was not in the room.,Dec 16| 2019,3
Nice place| very central.,Dec 16| 2019,5
Property great in every possible way- EXCEPT the elevators. We had an audition to get to and thankfully we planned accordingly for elevator issue around busy time... waited 45 minutes because it was check in time,Dec 15| 2019,4
There were only 2 elevators and very small. 43 story building took forever and most of the time full so you couldn't get on. room wasn't ready at check in time. room small| no storage space.,Dec 14| 2019,2
Good size room for NYC. Nice big bathroom. Very clean.Elevators could take some time so we usually took the stairs since we were on a low floor.,Dec 12| 2019,4
This was a great hotel for our weekend visit to NYC. It was a bit away from what we wanted to do but the close train stations made traveling a lot easier. It was also in a quieter area which was nice. The room was very clean and every staff member that we interacted with was very kind and helpful. The bed that we got was incredibly comfortable and made it difficult to want to get up in the morning. Overall| we would stay here again! It was priced fairly compared to other hotels near it. The only things that were less than satisfactory were how slow and small the elevators were and there was no microwave or mini fridge. I know the rooms were small but they definitely could've fit them. With over 40 floors| the 3 elevators took forever when you called them. It was very awkward when it stopped on other floors to pick other people up but there wasn't enough room for them to get on. They could only fit about 5 people comfortably without any luggage or bags.,Dec 10| 2019,5
I booked this hotel for an employee for business travel. Upon a late arrival at 10pm at the hotel| he was informed that the hotel had actually overbooked rooms and did not have accommodations for him. Instead| he was sent to another hotel of poorer quality. We did not pay a cheap price tag for this room. I've tried getting in touch with both the hotel and hotels.com about the trouble but have yet to hear an answer-back. I did not even know that such service was even possible from a Hilton hotel. Be aware when booking here| at least through hotels.com. I'm always confident booking through the service for the "Guaranteed Room" promise...but this was far from the case.,Dec 9| 2019,1
Staff service great and place was well cleaned and organized  Subway station up front of hotel and many good places walking distance.  Great location,Dec 9| 2019,5
Our stay was awful - the thermostat was broken and kept changing the heat| the bed was so small and old we kept rolling into the middle and we were put in a disabled room where the shower head sprayed everywhere and was broken. Would never stay here again.,Dec 5| 2019,1
Everything was great,Dec 2| 2019,5
Price paid should include breakfast.Not enough lifts for a hotel of this size.  Long waits for lift.,Dec 2| 2019,4
I was quite happy with the hotel itself but it was the first time I was staying at a noisy hotel. I could clearly hear what people saying in the next room and there was an ice machine close to my room which kept dropping ice every once in a while so when I came back after a long day| exhausted| I couldn’t really sleep well.,Dec 2| 2019,3
Very nice! In the past I’ve only stayed in Midtown| but I’d definitely choose this hotel again. It’s a 20 min train ride from Times Square but it was nice to get away from the chaos. Very accommodating- arranged adjoining rooms for me and a family member| gave great recommendations on nearby restaurants. I found others’ comments about slow elevators to be false. We never had a problem.,Nov 29| 2019,5
Need new mattress,Nov 28| 2019,1
Good location. Excellent staff. A tiny bit dated/ in need of refresh but overall good.,Nov 28| 2019,4
The only time I rode the elevator was upon arrival.    You had to wait approx 20-25 mnutes to get on the elevator.  When the door would open on our floor| the elevator would be completely full(to top that off one of those times it was full of the house/room cleaners).  We were on the 35th floor.  And used the stairs 95% of our stay.  It was a horrible choice.  Travelocity bill when made res was 198.00.  When i was billed at end of stay it was $250.  You need to be very clear that additional charges could be added(taxes or whatever) upon arrival.  Felt like I was totally mislead.  That was the worst stay I've ever had at any Hilton property.  And I've stayed in a lot of them.,Nov 27| 2019,1
The rooms are pretty small but hey it’s New York. Besides that it was a pretty nice stay.,Nov 17| 2019,5
It was a goog hotel to stay in New York finicial district| easy to get around the city and to enjoy New York,Nov 12| 2019,4
I love the hotel| the rooms the lobby the staff were amazing. My only Negative is the elevators were a bit slow at times and overworked for the size of the hotel. It was obvious that they weren’t all running at the same time. I would’ve preferred some fresh fruit to be available in your little lobby store and the gluten free cookies. Otherwise I love this place and I’ll very likely stay again.,Nov 12| 2019,5
Nice hotel.  The rooms are small and the elevators are slow at rush hour.  It is an NYC hotel so I guess that is to be expected.,Nov 1| 2019,4
Lovely| friendly and helpful staff. Major drawback is that there are only 3 elevators serving about 44 floors and seemingly no dedicated service elevator either. Wait times to get to and from our room were high.,Oct 29| 2019,4
we received an exceptional welcome from staff| and they let us check in early because room was available which was great. the staff was very nice and helpful. thanks,Oct 28| 2019,4
44 floors with 3 elevators. Had to wait 25 min for elevator,Oct 28| 2019,3
Excellent service. Staff was attentive and courteous. Would highly recommend this hotel.,Oct 28| 2019,5
in down town wall street area lots of bars snd Restaurants around,Oct 27| 2019,3
Have stayed here numerous time! Perfect location| great courteous staff| and accommodations!,Oct 27| 2019,5
The location was great| since it was a new area for me to explore.  However| upon check-in| the staff person said I hadn't paid for my room and had to charge me until I could prove it was paid.  I booked through Travelocity so it was prepaid.  So I printed out the email as soon as my meeting was over| and they proceeded to void the 2nd charge.  It was just a hassle.  I have to say that their front desk staff are some of the friendliest hotel people in NY| but just didn't care for the add'l headache.,Oct 22| 2019,3
Well located. There are few elevators for so many floors.,Oct 20| 2019,4
This was not a four star hotel. This was a two star hotel at best. Our first room was dirty and had significant damage throughout the suite. The shower floor was cracked - we thought we would cut our feet when showering| the shower also had no guard in the door so water would leak all over the bathroom when the shower was turned on. The floor was clearly not vacuumed and there was significant damage to the walls throughout the suite. The air conditioner/ heating unit was so incredibly loud that we were not able to sleep through the rattling noise it made when turned on. We asked to be moved and were moved to an equally dirty and damaged suite. I needed to use the hairdryer in the suite| it was badly damaged| sticky| and appeared as if it would cause an electrical fire if plugged in| so I called front desk to ask for a replacement. After 30 minutes| we called back again and the reply was “we will send it right up.” Needless to say| it never arrived. Throughout our stay a clasp to close the window fell off as it was hanging on by a thread and came off in my husband’s hand as he opened the window. The towel rack also fell off as it was placed on top of the brackets it was supposed to be screwed into. Throughout our stay the elevators would cause a wait upwards of 30 minutes| not in peak traffic time. One guest explained to us that it took her over 1 hour to take the elevator to the lobby to check out.,Oct 16| 2019,1
Good hotel in a great location. The one drawback are their elevators| with 3 elevators servicing both customers and staff across 40 floors you have to plan for lots of wait time| particularly during peak hours.,Oct 14| 2019,4
Hotel was relatively clean| aside from the room service tray with leftover food that was left sitting in the hallway for days. Rooms are EXTREMELY small| much smaller than other nyc hotels I’ve stayed in. Elevator situation is just unacceptable. We had to walk down the stairs and carry our luggage down with us. There was a bridal party staying in the 32nd floor that had to walk down and up the stairs. I won’t be staying here again.,Oct 14| 2019,2
Only stayed for one night so I didn't see much else of the property other than the lobby and my room. One thing to note and this goes to Doubletree as a whole.... please bake chocolate chip cookies with no nuts. There are entirely too many people with nut allergies now for Doubletree to bake cookies with nuts. The gluten free cookies are ok| but they're not the warm classic cookies Doubletree is known for.,Oct 13| 2019,4
It's much than what we thought. Room and bathroom are small but manageable. Clerk from the counter was very nice and helpful. Reception locates at 2nd floor. Elevators are kind of busy but waiting time is not too bad. This is really location walking distance to many hot spots.,Oct 13| 2019,4
Waited a while for my room but got free breakfasts as compensation.  Otherwise everything was excellent.  Would definitely consider coming back.,Oct 7| 2019,5
Megawatts should we get together with the boys today to come to our party on Friday night if I have a,Sep 26| 2019,3
Dingy little street very slow elevators. Try to get a lower floor| or never get the elevator at 8am.,Sep 26| 2019,5
This hotel was quite nice. The location is great. Subway stops within a one minute walk.   Close to great restaurants. Staff was friendly and very helpful. Quiet room even during the day.,Sep 24| 2019,5
It’s a great location in lower Manhattan. However| there is always a very long wait elevators. Also we stayed there two nights and our room was not cleaned.,Sep 23| 2019,3
The room was very clean and comfortable. Bed was comfortable and bedding was very nice. The bathroom was very nice and clean as well. The only problem we encountered was the delay on the elevator. They had 3 elevators but only two of them were really working.  The staff also used the same elevators so it took longer to get to our room and down to the street.  We stay on foor 18 and unfortunately the person I traveled with has a walking disability so taking the stairs was not an option for us.  Other than that the hotel is a great location easy access to the metro and other shops.  Great walking distance to see the fireworks (our visit was during the 4th of July). The hotel is also environmentally friendly by saving energy.  Lights| ac ect only work when key hard is inserted. They also participate in water conservation efforts by giving guest the option to reuse their towels and not replacing the linen daily. Great experience and would definitely recommend to others.,Sep 23| 2019,5
Although I've visited New York many times| I've always lodged in New Jersey.  This was my first time staying in the city and I was very surprised.  Everything was so small and compact.  It took a day or so to get use to the "smallness".  However| everything ended up being okay.,Sep 22| 2019,4
Great location and a good price.  Clean| and the staff was very nice,Sep 18| 2019,4
The staff was very accommodating and the room was cozy and super clean!,Sep 15| 2019,5
Location. Staff. Facilities. Cleanliness. Gym. Tech.,Sep 11| 2019,4
It is well located for sightseeing. The lifts can take along time to come because the staff use them to go between floors instead of using the stairs. The hotel take a $350 deposit on check in and it does not get returned until 3-5 working days after check out. When you think there are 44 floors and 10 rooms per floor the hotel is making a great deal of money from this practice.,Sep 10| 2019,3
The location great | close to many attractions Housekeeping horrible | they don’t clean well,Sep 6| 2019,2
We came here for a two night stay during Labor Day weekend. Everything was great for our stay. The room (1 King Bed - City View) was not big| but it was bigger than what I expected considering the amount of rooms and size of the hotel. This was my first time staying in Lower Manhattan and I really enjoyed it. It's very quiet at night. My main concern about this hotel was the elevator situation after reading all of the negative reviews about it. Elevator problems ended up being a non-issue for us. There are only three elevators| which I can understand is a problem to some people. Our room was on the 37th floor (hotel has 44 total floors) and the longest we waited for an elevator during our entire stay was about 4 minutes. Other than that| we essentially were in an elevator less than a minute after pressing the button. They also move extremely fast from floor to floor| which was a surprise to me because I read reviews about them being slow. It was a holiday weekend so I figured it would take a while to get in the elevators| but again it was not a problem for us. Either we got lucky or we're very easy to please. The stay overall was great and the hotel was quiet. One thing to note: from our city view room on floor 37| we had a view directly at the World Trade Center| but it was a bit obstructed by other buildings. So don't expect the best view.,Sep 4| 2019,5
It was a great location to the subway and shops however for 4 days I had flies coming out of the plug. And each day the handyman came to put down poison. The bed sheets weren’t changed and the towels smelled horrible. I demanded to be moved to another room I couldn’t take the flies anymore. The breakfast was not appealing I would give it 0 it was burnet. The staff are friendly and attentive.,Sep 3| 2019,1
Location was nice ! Other than that overall Hotel was ok quality. The room they gave us was very small & shower was horrible. Very small shower space it almost made for children only.  Also very small elevators & very narrow hall ways. We will not stay there in the future !!,Sep 3| 2019,2
Staffs were very unfriendly. Very noisy and lots of construction going on in the area. You should avoid it at all costs,Sep 3| 2019,2
The only thing great was the location. Rooms are tiny. No fridge or microwave. The front desk was friendly but never followed through with requests. There are only three small elevators in a building with forty something floors. Trying to leave or go to the room was always a challenge becuase how busy it was. The rooms were clean but they are outdated. The water was aleays really hot and you dont know whcih way is cold or hot. Then after we showered the pipes would make a loud noise. The hotel rooms look really nice online but that is not how it is at all.,Sep 3| 2019,2
The staff were very friendly and the hotel was clean. The elevators were very slow and small. There were sometimes lines to get on from the lobby so that is the biggest problem with this hotel.,Sep 3| 2019,4
I booked this hotel last minute for a business trip.  Check in went smoothly| I unpacked| and then headed out for a meeting.  I got back late after dinner and got ready to call it a night.  When I got into the bed| the left hand side of the bed was wet.  Not wet from an air conditioner venting| or a drip from the ceiling.  It was wet under the comforter| but not on top of it.  I called and requested a new room| which I was given.  When I followed up the next day to see if anything else would be done I was told that my complaint was logged as a faulty air conditioner the night before.  I recapped what the actual problem was and haven't heard anything since.,Sep 2| 2019,2
Got wrong room. With only a twin bed. They have a sign to make it right for you in the room.  That is anlie,Sep 1| 2019,1
Staff are really nice! But the room is a little bit out dated.  Also| my 17month was climbing on the nightstand| I didn’t realize it wasn’t secured to the headboard| so it fell on her and she has a scratch on her face.,Aug 31| 2019,4
Clean| updated. Friendly staff. Great location. Good price,Aug 29| 2019,5
Centrally located| subway station within walking distance,Aug 27| 2019,4
Perfect location| place| comfortable!  Very easy access to subways| dining| lower Manhattan.,Aug 26| 2019,5
There was no refrigerator in the room. You have to rent one at extra cost. What kind of Mickey Mouse organization is this?,Aug 26| 2019,2
Very nice property! Great location. Rooms a little smaller than usual but its NYC! Id stay again,Aug 25| 2019,4
Nice location for business in the financial district. My only real beef was on the slowness of the elevators and lack of A/C (no A/C in the elevator shafts at all) although i definitely did not find the staff particularly hospitable.,Aug 23| 2019,4
Elevator situation was ridiculous. Long waits| very small| many times the door would open and the can was full. And the checkin being on the wedond floor was very inconvenient.,Aug 22| 2019,1
Great place|great location. Super view from our room,Aug 22| 2019,5
Great location and staff.  Nice clean rooms.  Only downside is there are only three elevators so it sometimes takes a while to get to your room and/or to the exit.,Aug 19| 2019,4
Decent location to the financial district area| the room was filthy. Dirty Q-tips on the bathroom floor| empty shooters under the bed| broken electrical socket covers. I mentioned the lack of cleanliness upon check out and was just given an “ehh| I’ll tell hospitality”.,Aug 19| 2019,2
Older hotel ... nice rooms with all the amenities you expect. You pay for what you get in this part of town. Friendly staff| no late checkout.,Aug 16| 2019,3
Pros: great location| close to subways| NYSE| Battery Park and Statten Island Ferry. Good WiFi. Reasonably quiet. Good AC. Comfortable beds. Cons: terrible elevator service| always at least a 10 min wait. Things a little on the dingy side. Early check in request not accommodated,Aug 13| 2019,4
Nothing | this hotel is 44 floors| has 3 small elevators| you have to wait good time waiting for the elevator. Room is small no microwave | no refrigerator. Floor Carpt old and humid,Aug 12| 2019,3
Start| watch out with parking is not like any others with unlimited in and outs| lobbies is on second floor and with only 3 elevators (slow) good luck going anywhere| if you need to get out by 8 step in front of the elevator at 7| the rooms are sooo small that you can not even stay at you room one day|| bathroom you better be standard size person otherwise if you have a little more weight!!!!!! Air conditioning is the ones you set on windows so you have a better chance in a motel 8 or 6 or somewhere else to sleep without noise is terrible| if you need to be at this area leave this property at the very last on you list,Aug 12| 2019,1
The front desk gets busy and is understaffed. It is also not located on the first floor| which confuses many when checking in and out of the hotel. Please add more signs on the bottom floor of the building. Once you get settled in| things are nice until you need service and have to wait an hour to talk with the receptionist again.,Aug 11| 2019,4
I liked that it was very clean and it was in a great location. I didnt like that there was no refrigerator in the room.,Aug 6| 2019,4
The location| was the best. But the hotel is very uncomfortable and the service is poor,Aug 6| 2019,1
Hotel is centrally located at the NY Financial District.  Close to restaurants and transportation.,Aug 5| 2019,5
Great location near subways.  Close to Statue of Liberty| bull and stock exchange. Amazing views from the rooms (freedom tower). Lacking amenities such as bathtub or fridge/microwave but makes up for it with location.  Elevator wait times can be frustrating during peak hours.  Quiet hotel| very nice staff.,Aug 4| 2019,5
great location but noisy;  air conditioning was not working properly started heating instead of cooling,Aug 4| 2019,4
Just ok. Elevator issues during checkout. Very inconvenient walking 39 flight of stairs with luggage,Aug 2| 2019,3
I liked that it was close to subway and attractions.  I did not like that the elevators took for ever .  They elevators where small| hot and slow.,Jul 30| 2019,3
It took 45 min(not exaggerating)to get an elevator from the 41st floor when checking out at 10:30 am.If i didn't have my suitcase|  i would have walked downstairs,Jul 30| 2019,3
I liked how fast it was to check-in. I did not like that it took me 15 minutes to wait for the elevator to take me to the 15th floor! The elevators were terrible.,Jul 29| 2019,3
Overall the room was clean and exactly what we needed. It was in a good location and we felt very safe in the neighbor hood. Only complaint is that we found some of the staff to be a bit rude. We tried to engage in friendly conversation waiting for the elevators and neither looked up from Instagram on their phones to even acknowledge us.,Jul 27| 2019,4
The staff are friendly and VERY helpful! But this is the poorest property for wheelchair access i have EVER seen. It took me 10 minutes  to get to the second floor just to check in. And then every time after that I spent no less in 10 to 15 minutes waiting on an elevator. The elevators are extremely small| and are not accommodating for wheelchairs if there is more than four people in the elevator already. Our last day took me 45 minutes to finally get an elevator to the ground floor to leave.,Jul 25| 2019,1
Property was very conveniently located by a subway station and a few restaurants. Room was very nice and clean. Perfect for a quick getaway in NYC!,Jul 24| 2019,5
This is my third time staying there! I love staying here first because it’s quiet as I’ve stayed in TS and it’s so busy! This property is also the cleanest place I have stayed at in nyc! And I love the cookie!,Jul 23| 2019,5
Rooms were very clean and updated. Check-in was a little odd however as you had to go up to the 2nd floor to check in.,Jul 22| 2019,4
The customer service staffs were great. The bel hop and front desk were very friendly and helpful. They were able to accommodate an early check in for me ( LIFE SAVER| THANKS DANA!) . As for the room| it needs some updating. I thought our tv would fall off the wall at an given time. The AC unit would not stop leaking| so our carpet floor was soaked around that area. There was no air ventilation in the hallways nor the elevators. Nothing like a pack elevator during checkout hours with a baby and no AC| stopping at every floor.,Jul 22| 2019,3
This property is well suited for a business or get away weekend. If you are staying longer| another property may be better. The elevator wait times were terrible. The staff here was GREAT! Everyone was friendly and helpful!,Jul 22| 2019,3
Location.I did like the location for this hotel you got restaurants coffe shops close .Walk for about 10 minutest to Battery park where you just get on the boat to go see the statue of liberty.....The building is fine the only issue was the elevator too slow......The AC in the room it was working fine|but I adjust the Thermostat and stopped working....the beds Not that great you sanked in it......,Jul 21| 2019,4
Its in a nice location..walking distance to everything,Jul 18| 2019,4
Good area| close to most of the attraction we wanted to see and use.,Jul 16| 2019,4
Everything was perfect| just expect to wait for the elevators every time you need them.,Jul 16| 2019,5
Very accessible to the city.The views were fantastic the staff was very friendly. Plus cookies when checking in,Jul 15| 2019,5
I understand the compact nature of the hotel and recognize that with a smaller footprint per unit the style of the accommodations would have to be different from what yo normally get in a Double Tree. However that doesn't excuse:1. Little room to put out amenities in the washroom.2. The shelf that is provided is small and not set perpendicular to the wall - as a result objects slide (fall off the shelf)3. An air - conditioner system that believes 71 degrees is a setting to reflect polar room temperatures and that setting it a 72 degrees is a signal to initiate heating the room4. A shower door that leaks like sieve - step out of the shower into a mini pool - this was reported to staff and essential no remedy provided.5. Finally - the water was turned off at mid-night on the first night - no warning - and when the desk was called - no explanation other that work was in progress. Given that the water was off - occupants should have been told to run the water the next morning to ensure any settling or dislodging of material in the system was removed.Negatives aside - the hotel is well situated from a tourist perspective. It is unfortunate that basic accommodations tends to downgrade what should be an excellent hotel located in an exceptional spot.,Jul 14| 2019,2
This hotel is fine except for one thing: the elevators are super slow. Sometimes it was a ten minute wait. I took the stairs whenever I could| but not everyone can run up 20 floors with a suitcase.,Jul 13| 2019,3
Located in the Financial District| this hotel is conveniently located in close proximity to many subway lines.  Unfortunately the cleaning staff is sub-par| and the facility is in a state of disrepair.  Long lines at elevators that break down.  One night our room had no running water| meaning no sink| shower or toilet.  I called the front desk who said they would send an engineer.  Half an hour goes by and no engineer.  I call the front desk again and a different person says this is the first they've heard of the problem and they will look into it and call me right back.  No call back.  Half an hour later the water comes back on| but it's brown and has black specks in it.  Light fixture in the shower is dangling from the ceiling.  Breakfast buffet is mediocre at best.  If you want a glass of water or juice you will have to search for waitstaff.,Jul 11| 2019,3
Every single person who worked in this location was EXTRAORDINARLY kind and nice to me!  You bellhops were especially memorable and WONDERFUL!!!  Please find some way to commend them all for being such exceptional ambassadors of your hotel.  I truly enjoyed my stay as was consistently pleasantly surprised over and over by how nice I was treated and that your bellhops seemed to go above and beyond to make certain that I was well taken care of| and I WAS!  Many thanks to all of the hard workers in this location!!!,Jul 9| 2019,5
The location of this hotel is excellent. Just steps away from the subway at Whitehall-Stone St.| Battert Park| restaurants| etc. The checkin and checkout were quick. The only complaint I have is that there's only 3 elevators for a 40  story building| 10 rooms per floor. They can get very congested and you may spend more than 15min to finally get your chance to take the elevator. Overall| I liked this hotel and I would stay there again.,Jul 8| 2019,5
I wouldn’t say there was anything unique. I just admired the hotel.,Jul 8| 2019,4
Cons:Noticed stain on bedsheet upon check-in. They were quick to change but it was disappointing to see such things from a 4 star hotel. 40 floors and 2 elevators. Takes forever waiting for one.Parking is not within the same building. It is just a block away| but will be good if they tell it prior for self parking so that there is no confusion upon arrival. Once parked| you will not be able to access it until you checkout.Pros:Great LocationPrompt serviceWalking distance to almost everythingPharmacy is also in the same block,Jul 7| 2019,3
The hotel was clean and the beds were comfortable. The access to WiFi was a plus and also to the computers downstairs since I needed to print a few things. One other plus was the food offered on the menu for breakfast was really good. The downside was definitely the hallways which were small and the elevators. They did not have enough for the amount of floors they offered; they were slow and there was always a long wait anywhere between 7-15 minutes. The wait for the elevator was at all hours of the day and night so that was a HUGE inconvenience. Additionally| they didn’t have an elevator for staff so often times| additional time was needed to allow for them to use the elevators and with their equipment| it took up a lot of space; not to mention the elevators were SUPER small. If you are on a lower level| don’t have large bags to carry| and don’t mind taking the stairs up or down| this hotel could absolutely work for you.,Jul 7| 2019,3
Elevator was broken. Employees said owners were aware and didn’t care,Jul 5| 2019,1
The air condition is Bad,Jul 5| 2019,4
Left a tee shirt in the closet. Staff was unwilling to look for it.,Jul 5| 2019,4
Cozy clean room| friendly staff| great value. "Quiet" part of Manhattan. Will consider staying here again and highly recommended,Jul 4| 2019,5
neat king bed room  and nice view few building /world trade center too. nice lobby .,Jul 2| 2019,4
Nice place| nice employees but the bathroom left a lot to be desired. Not enough room to change your mind! No room to store personal items while taking a shower! :),Jul 2| 2019,4
It may seem unfair to compare this hotel to others in the doubletree brand but I am. I’ve stayed at several doubletrees and this was by far the worst. I picked my stay based on my experiences at the other brand hotels. The service was terrible. The in-room orders for breakfast (by hanging the order in your door) were cancelled but no one explained that to us until we called about the missing breakfast. Late night staff was rude and unhelpful to inquiries about available supplies in the pantry area. And the elevator service is by far the worst I’ve ever experienced. Waited nearly 20 minutes for an elevator that wasn’t packed or “out of service” because staff was using it. Best part of the stay was the location.,Jul 2| 2019,2
The only thing I did not like was the fact that each floor only had one double room and it is located directly across from the elevator.  Otherwise| it was a clean| comfortable property with a friendly| helpful staff.,Jul 1| 2019,4
This hotel is not great. Elevators are slow and the door struggled to open a couple of times| which incited panic. There's also no AC in the elevators or hallways| which| during an NYC summer| is disgusting. The in-room ACs leaked and didn't seem to reliably work| despite what we set the thermostat to. Rooms and common areas are small and cramped. It's expensive and the area isn't great. We did appreciate the friendly staff and ease of text message check out| however| I'd never come back.,Jul 1| 2019,1
The television was not working in the room. At check out no credit was given for this issue.,Jul 1| 2019,1
View was great. We had booked a king bed but were given a queen bed.,Jun 25| 2019,4
Great staff. Easy to get to. Close to the subways.,Jun 25| 2019,5
Walked away with bedbug bites and having to spray luggage with alcohol and do an extensive cleanse of all belongings as a result. I put in a formal complaint and they said they hadn’t received other complaints.,Jun 24| 2019,1
The room was clean and quiet and right in the heart of the financial district. The staff were friendly| but old room service plates from our neighbour sat outside of their room in the hallway for a day before they were cleaned.,Jun 24| 2019,4
The register desk was excellent but to get to the room was horrible.  We had to take the stairs to the front desk and after we register we had to wait about 10 to 15 minutes for an elevator.  While waiting we were sitting.  After we checked out one of your elevator ( I’m thinking the middle ones) was hot.  Everyone on the elevator was hot.  Expect a call from some unhappy parents with children in that elevator. Things happen bc I stayed in double tree before without complaints .,Jun 22| 2019,5
Cookies! The people were great as well! The location was convenient!,Jun 21| 2019,5
Very professional service| accomodating. Bed was comfortable| room was okay| could have been cleaner and roomier and it didn’t have a fridge or microwave. Lots of bars around that area which I wasn’t expecting. Close to the bay| World Trade Center| seaport district.,Jun 18| 2019,5
The room and bathroom was very small and compact.  Not enough room to stretch out.  One of my lights over the bed didnt work.  Part of ceiling was coming down in the bathroom.  42 in flat screen was great and the cookies.,Jun 18| 2019,2
My boyfriend and I loved our stay at the DoubleTree! We had a standard room with a king and it was beautiful| clean| and pretty quiet! It was also in a great location; close to subway stations and various attractions. Overall we had a great stay and would love to come back.,Jun 17| 2019,5
